,concept_name_id,concept_id,name,locale,locale_preferred,creator,date_created,concept_name_type,voided,voided_by,date_voided,void_reason,uuid,date_changed,changed_by
8717,8718,1741,Unspecified maternal hypertension,en,0,2,2012-01-25 15:34:13,,0,,,,6e72cfcf-b065-4e7c-8d9e-0f09c70d82db,2021-04-14 18:28:09,2.0
8718,8719,1742,"Urinary symptoms, unspecified",en,0,2,2013-03-18 13:13:23,,0,,,,d87a8c15-75d2-4669-9808-05b05012ddb8,2021-04-14 18:28:09,2.0
8719,8720,1742,Other symptoms and signs involving the urinary system,en,0,2,2011-05-24 11:07:39,,0,,,,1f66ad15-b746-455c-b290-363705263308,2021-04-14 18:28:09,2.0
8720,8721,1742,"Autres diagnostiques urinaire, non-spécifiée",fr,0,2,2013-03-18 13:13:23,FULLY_SPECIFIED,0,,,,dee9474b-d599-4a03-8c25-2769b7a22f2f,2021-04-14 18:28:09,2.0
8721,8722,1742,Symptoms involving urinary system,en,1,2,2010-04-23 15:11:27,FULLY_SPECIFIED,0,,,,105243BBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:28:09,2.0
8722,8723,1742,"Autres diagnostiques urinaire, non-spécifiée",ht,0,2,2013-03-18 13:13:23,FULLY_SPECIFIED,0,,,,b11b51b3-689a-469a-94b9-3db77f06e0bb,2021-04-14 18:28:09,2.0
8723,8724,1742,Autres diagnostiques urinaire,ht,1,2,2014-09-08 17:19:05,,0,,,,6a4fec4b-b872-406c-9b68-8a771f6b4199,2021-04-14 18:28:09,2.0
8724,8725,1742,Síntomas del sistema urinario,es,1,2,2019-07-03 23:48:08,,0,,,,eb0547fa-9e16-11e9-b0b5-aa0059ea79c6,2021-04-14 18:28:09,2.0
8725,8726,1742,Autres diagnostiques urinaire,fr,1,2,2014-09-08 17:19:05,,0,,,,22e437de-da2d-41d2-bc1a-8d5ca48e1304,2021-04-14 18:28:09,2.0
8726,8727,1743,Travail et accouchement compliqués d'anomalies du cordon ombilical,ht,1,2,2013-03-28 14:31:49,FULLY_SPECIFIED,0,,,,dfa5130e-382c-4881-be9b-921d10dd15a9,2021-04-14 18:28:09,2.0
8727,8728,1743,Umbilical Cord Complication During Labor and Delivery,en,1,2,2007-10-18 03:28:24,FULLY_SPECIFIED,0,,,,12414BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:28:09,2.0
8728,8729,1743,Travail et accouchement compliqués d'anomalies du cordon ombilical,fr,1,2,2013-02-17 15:57:28,FULLY_SPECIFIED,0,,,,123065BBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:28:09,2.0
8729,8730,1744,Vesicovaginal fistula,en,0,2,2010-11-07 08:52:12,,0,,,,107157BBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:28:09,2.0
8730,8731,1744,Fístula vesico-vaginal,es,1,2,2019-07-03 23:48:08,,0,,,,eb04844c-9e16-11e9-b0b5-aa0059ea79c6,2021-04-14 18:28:09,2.0
8731,8732,1744,Fistule vésico-vaginale,fr,1,2,2013-02-17 10:57:29,FULLY_SPECIFIED,0,,,,123424BBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:28:09,2.0
8732,8733,1744,Vesico-vaginal fistula,en,1,2,2008-04-09 09:46:47,FULLY_SPECIFIED,0,,,,58BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:28:09,2.0
8733,8734,1744,Fistule vésical-vaginale,ht,1,2,2013-03-18 13:08:44,FULLY_SPECIFIED,0,,,,755f674a-92e0-4a7a-90ca-aae7ff8cca3e,2021-04-14 18:28:09,2.0
8734,8735,1744,VVF (vesicovaginal fistula),en,0,2,2010-11-27 23:52:10,,0,,,,107443BBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:28:09,2.0
8735,8736,1745,Masse mammaire,fr,1,2,2013-03-20 13:05:58,,0,,,,3300246a-9191-11e2-a537-005056a069c4,2021-04-14 18:28:09,2.0
8736,8737,1745,Nodule mammaire,fr,0,2,2013-02-17 15:57:29,FULLY_SPECIFIED,0,,,,123348BBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:28:09,2.0
8737,8738,1745,knobbel in de borst,nl,1,2,2013-02-17 00:17:35,FULLY_SPECIFIED,0,,,,118423BBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:28:09,2.0
8738,8739,1745,Breast mass,en,0,2,2014-09-08 16:07:44,,0,,,,94a8a8fd-93c1-4215-aef3-be867b21b43a,2021-04-14 18:28:09,2.0
8739,8740,1745,Masse mammaire,ht,1,2,2013-03-20 13:05:58,FULLY_SPECIFIED,0,,,,33003c2a-9191-11e2-a537-005056a069c4,2021-04-14 18:28:09,2.0
8740,8741,1745,Breast Lump,en,1,2,2007-10-18 03:28:24,FULLY_SPECIFIED,0,,,,46566BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:28:09,2.0
8741,8742,1746,Anémie de grossesse,ht,0,2,2013-03-19 12:32:31,,0,,,,1f4514ef-6411-4c00-a1d1-c13422b2c857,2021-04-14 18:28:09,2.0
8742,8743,1746,"Anemia of Mother, Complicating Pregnancy, Childbirth, or the Puerperium, Unspecified as to Episode of Care",en,0,2,2008-11-10 04:46:03,FULLY_SPECIFIED,0,,,,d49ac464-f626-4c9e-bc78-b16e6cb97e4b,2021-04-14 18:28:09,2.0
8743,8744,1746,Anémie au cours de la grossesse,fr,0,2,2013-03-19 12:32:31,FULLY_SPECIFIED,0,,,,669323e2-e769-4c73-80ab-a6239eb6f7f0,2021-04-14 18:28:09,2.0
8744,8745,1746,Anémie de grossesse,fr,1,2,2010-06-29 08:04:48,,0,,,,f725cfac-d5db-102d-ad2a-000c29c2a5d7,2021-04-14 18:28:09,2.0
8745,8746,1746,Anemia en el embarazo,es,1,2,2019-07-03 23:48:08,,0,,,,eb04c422-9e16-11e9-b0b5-aa0059ea79c6,2021-04-14 18:28:09,2.0
8746,8747,1746,Anemia in pregnancy,en,1,2,2008-11-10 04:46:03,,0,,,,a1d92bd4-bbd6-45e4-a1d5-dced3697ca04,2021-04-14 18:28:09,2.0
8747,8748,1746,Anémie au cours de la grossesse,ht,1,2,2013-03-19 12:32:31,FULLY_SPECIFIED,0,,,,bfa86f4d-61b3-4fd4-9207-5d464f3abb39,2021-04-14 18:28:09,2.0
8748,8749,1747,aborto espontáneo complicado por hemorragia tardía Y/O excesiva,es,1,2,2009-08-18 15:03:14,FULLY_SPECIFIED,0,,,,85794BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:28:09,2.0
8749,8750,1747,"Avortement spontané incomplet, avec hémorragie",fr,1,2,2013-10-31 00:48:40,FULLY_SPECIFIED,0,,,,125064BBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:28:09,2.0
8750,8751,1747,Incomplete spontaneous abortion complicated by delayed or excessive hemorrhage,en,0,2,2007-10-18 03:28:24,FULLY_SPECIFIED,0,,,,13449BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:28:09,2.0
8751,8752,1747,Incomplete spontaneous abortion with haemorrhage,en,0,2,2013-10-31 00:48:40,,0,,,,125063BBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:28:09,2.0
8752,8753,1747,"Avortement spontané incomplet, avec hémorragie",ht,1,2,2013-11-01 15:21:52,FULLY_SPECIFIED,0,,,,c671a9d9-e8c0-4ba2-a3c3-6cf04a0c583b,2021-04-14 18:28:09,2.0
8753,8754,1747,Incomplete spontaneous abortion with hemorrhage,en,1,2,2013-10-31 00:48:40,,0,,,,125062BBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:28:09,2.0
8754,8755,1748,Dystocie due à une dystocie des épaules,ht,0,2,2013-06-24 14:29:21,FULLY_SPECIFIED,0,,,,add43d0f-a59e-47d0-9064-974a2c41e63b,2021-04-14 18:28:09,2.0
8755,8756,1748,Shoulder (Girdle) Dystocia During Labor and Delivery,en,0,2,2007-10-18 03:28:24,,0,,,,13618BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:28:09,2.0
8756,8757,1748,Dystocie des épaules,ht,0,2,2013-03-22 13:14:58,,1,2.0,2013-06-24 14:29:21,Voided due to change of name,ae9ca575-c640-42f1-ad34-4371e765a577,2021-04-14 18:28:09,2.0
8757,8758,1748,distocia de hombro,es,1,2,2009-08-18 15:03:14,FULLY_SPECIFIED,0,,,,85687BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:28:09,2.0
8758,8759,1748,Obstructed labor due to shoulder dystocia,en,0,2,2013-01-30 14:18:23,,0,,,,111212BBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:28:09,2.0
8759,8760,1748,schoudergordel dystocie,nl,1,2,2013-02-17 00:17:36,FULLY_SPECIFIED,0,,,,118466BBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:28:09,2.0
8760,8761,1748,Dystocie due à une dystocie des épaules,fr,0,2,2013-06-24 14:29:21,FULLY_SPECIFIED,0,,,,e818d4d2-bdca-49da-8f29-2954f1d1146d,2021-04-14 18:28:09,2.0
8761,8762,1748,Dystocie des épaules,ht,1,2,2013-06-24 14:29:21,,0,,,,4ff188ff-9f55-4a59-8daa-07fe0288cdab,2021-04-14 18:28:09,2.0
8762,8763,1748,Dystocie des épaules,fr,0,2,2013-03-22 11:15:31,,1,2.0,2013-06-24 14:29:21,Voided due to change of name,bae43901-144e-420b-8da4-caea2dc7210b,2021-04-14 18:28:09,2.0
8763,8764,1748,Dystocie due à une dystocie des épaules,fr,0,2,2013-02-17 15:57:28,,1,2.0,2013-06-24 14:29:21,Voided due to change of name,123074BBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:28:09,2.0
8764,8765,1748,Shoulder dystocia,en,0,2,2013-06-24 14:29:21,,0,,,,631540a0-d308-4d87-b1ea-328eb04b3d6b,2021-04-14 18:28:09,2.0
8765,8766,1748,Shoulder girdle dystocia,en,1,2,2013-06-24 14:29:21,FULLY_SPECIFIED,0,,,,43d471c7-a9f2-48ed-8b2b-ba0752cd2b7e,2021-04-14 18:28:09,2.0
8766,8767,1748,Shoulder Dystocia,en,0,2,2007-10-18 03:28:24,,1,2.0,2013-06-24 14:29:21,Voided due to change of name,13617BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:28:09,2.0
8767,8768,1748,Dystocie des épaules,fr,1,2,2013-06-24 14:29:21,,0,,,,e34a30fb-7d17-4e8d-aae5-a0f436d446c2,2021-04-14 18:28:09,2.0
8768,8769,1749,torsión del ovario,es,1,2,2009-08-18 15:03:14,FULLY_SPECIFIED,0,,,,78757BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:28:09,2.0
8769,8770,1749,Masse tordue de l'ovaire,ht,1,2,2013-03-20 13:05:58,FULLY_SPECIFIED,0,,,,3300e102-9191-11e2-a537-005056a069c4,2021-04-14 18:28:09,2.0
8770,8771,1749,Torsion of Ovary,en,0,2,2007-10-18 03:28:24,,1,2.0,2015-04-14 09:54:11,Removed from user interface,24651BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:28:09,2.0
8771,8772,1749,Ovarian torsion,en,1,2,2014-09-08 16:13:46,,1,2.0,2015-04-14 09:54:11,Removed from user interface,401d6539-261f-4436-9dd7-0cd6908b1d75,2021-04-14 18:28:09,2.0
8772,8773,1749,Torsion de l'ovaire,fr,0,2,2015-04-06 12:17:22,,0,,,,127139BBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:28:09,2.0
8773,8774,1749,Tordu de l'ovaire,fr,0,2,2015-04-06 12:17:22,SHORT,0,,,,127140BBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:28:09,2.0
8774,8775,1749,torsie van het ovarium,nl,1,2,2013-02-17 00:17:08,FULLY_SPECIFIED,0,,,,112382BBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:28:09,2.0
8775,8776,1749,"Torsion of the Ovary, Ovarian Pedicle or Fallopian Tube",en,1,2,2007-10-18 03:28:24,FULLY_SPECIFIED,0,,,,24648BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:28:09,2.0
8776,8777,1749,Masse tordue de l'ovaire,fr,1,2,2013-03-20 13:05:58,FULLY_SPECIFIED,0,,,,3300c8ac-9191-11e2-a537-005056a069c4,2021-04-14 18:28:09,2.0
8777,8778,1750,"Grossesse, extra-utérine",fr,0,2,2013-03-05 17:49:58,,1,2.0,2013-03-08 16:38:11,Voided due to change of name,4c2411a3-c64b-4c99-a41a-09bd3c9038f8,2021-04-14 18:28:09,2.0
8778,8779,1750,"Grossesse, Extra-Uterine",fr,1,2,2010-06-29 08:03:13,,1,2.0,2013-03-05 17:49:57,Removed from user interface,f5629a74-d5db-102d-ad2a-000c29c2a5d7,2021-04-14 18:28:09,2.0
8779,8780,1750,DELETED,ht,0,2,2012-02-03 13:22:07,,1,2.0,2013-03-08 16:38:11,,5c96b70a-4e9c-11e1-a634-aa00ff7759d2,2021-04-14 18:28:09,2.0
8780,8781,1750,Grossesse extra-utérine,ht,1,2,2012-02-07 10:12:53,FULLY_SPECIFIED,0,,,,e385a87c-e7b8-4846-ac63-0e6920e563b7,2021-04-14 18:28:09,2.0
8781,8782,1750,Embarazo ectópico,es,1,2,2019-07-03 23:48:08,,0,,,,eb04a2a2-9e16-11e9-b0b5-aa0059ea79c6,2021-04-14 18:28:09,2.0
8782,8783,1750,Grossesse extra-utérine,fr,1,2,2013-03-05 17:49:58,FULLY_SPECIFIED,0,,,,e5227c23-4c9f-419e-9d88-3070c71066c3,2021-04-14 18:28:09,2.0
8783,8784,1750,"Pregnancy, Ectopic",en,0,2,2003-12-31 18:00:00,FULLY_SPECIFIED,0,,,,3e09dc22-26fe-102b-80cb-0017a47871b2,2021-04-14 18:28:09,2.0
8784,8785,1750,"Grossesse, extra-utérine",ht,0,2,2012-02-07 10:12:53,,1,2.0,2013-03-08 16:38:11,Voided due to change of name,41bd1f10-b3df-4b4d-8a3a-18f323385010,2021-04-14 18:28:09,2.0
8785,8786,1750,Ectopic pregnancy,en,1,2,2011-10-23 06:55:10,,0,,,,0fc187c3-5959-418e-bb57-d705cb7fa969,2021-04-14 18:28:09,2.0
8786,8787,1751,CERVICITE,fr,1,2,2010-06-29 08:03:14,,1,2.0,2013-03-19 12:20:39,Removed from user interface,f583b0b0-d5db-102d-ad2a-000c29c2a5d7,2021-04-14 18:28:09,2.0
8787,8788,1751,Cervicitis,es,1,2,2019-07-03 23:48:08,,0,,,,eb0475a7-9e16-11e9-b0b5-aa0059ea79c6,2021-04-14 18:28:09,2.0
8788,8789,1751,Cervicite,fr,1,2,2013-03-19 12:20:39,FULLY_SPECIFIED,0,,,,43d7c673-5bf9-4de9-be50-34f897b49e58,2021-04-14 18:28:09,2.0
8789,8790,1751,Cervicitis,en,1,2,2003-12-31 18:00:00,FULLY_SPECIFIED,0,,,,3e0b4cec-26fe-102b-80cb-0017a47871b2,2021-04-14 18:28:09,2.0
8790,8791,1751,Cervicite,ht,1,2,2013-03-19 12:20:39,FULLY_SPECIFIED,0,,,,01ac6b5a-78cc-4b19-8c53-02d48136786b,2021-04-14 18:28:09,2.0
8791,8792,1752,Abcès de bartholin,fr,1,2,2013-03-28 09:06:21,,0,,,,825b4d0e-bfe4-4ce4-990f-fb1a6671e30e,2021-04-14 18:28:09,2.0
8792,8793,1752,Abscess of Bartholin's gland,en,0,2,2013-03-26 11:22:21,,0,,,,199d5aae-8186-4b5f-ab60-5118400d3585,2021-04-14 18:28:09,2.0
8793,8794,1752,ABCÈS DE LA GLANDE DE BARTHOLIN,fr,1,2,2010-06-29 08:03:14,,1,2.0,2013-03-26 11:22:21,Removed from user interface,f5928946-d5db-102d-ad2a-000c29c2a5d7,2021-04-14 18:28:09,2.0
8794,8795,1752,Abcès de bartholin,ht,1,2,2013-03-28 09:06:21,,0,,,,20b22cb6-af78-4609-bd79-b8993c7d6239,2021-04-14 18:28:09,2.0
8795,8796,1752,BARTHOLIN(APOSTROPHE)S GLAND ABSCESS,en,0,2,2003-12-31 18:00:00,,1,2.0,2013-03-26 11:19:22,Voided due to change of name,80b988c3-bc68-4d9e-b59d-319d77864877,2021-04-14 18:28:09,2.0
8796,8797,1752,Bartholin's abscess,en,1,2,2005-02-17 04:02:13,,0,,,,f9e7f05f-a11d-4471-bce9-e2aa4b7ec242,2021-04-14 18:28:09,2.0
8797,8798,1752,Absès de la glande de Bartholin,fr,0,2,2013-03-26 11:22:21,FULLY_SPECIFIED,0,,,,84e4caf2-9d7e-4742-b9c2-48368babd533,2021-04-14 18:28:09,2.0
8798,8799,1752,Bartholin's gland abcess,en,0,2,2003-12-31 18:00:00,,1,2.0,2013-03-26 11:20:49,Voided due to change of name,07e87fad-ecd6-4d81-bd86-bf7c31e85720,2021-04-14 18:28:09,2.0
8799,8800,1752,BARTHOLIN'S ABSCESS,en,0,2,2005-02-17 04:02:13,,1,2.0,2013-03-26 11:19:22,Voided due to change of name,0b81f73e-15f5-102d-96e4-000c29c2a5d7,2021-04-14 18:28:09,2.0
8800,8801,1752,Bartholin's abcess,en,0,2,2005-02-17 04:02:13,,1,2.0,2013-03-26 11:20:49,Voided due to change of name,ff715735-2a53-4a36-ac28-3a5a2394b3d0,2021-04-14 18:28:09,2.0
8801,8802,1752,Absès de la glande de Bartholin,ht,0,2,2013-03-26 11:22:55,FULLY_SPECIFIED,0,,,,3bcef19b-a2de-4a79-beb5-ce34a4fd1a82,2021-04-14 18:28:09,2.0
8802,8803,1752,Bartholin's gland abscess,en,0,2,2003-12-31 18:00:00,FULLY_SPECIFIED,0,,,,c921f439-959f-474d-bc52-7f2ba3a2766f,2021-04-14 18:28:09,2.0
8803,8804,1752,BARTHOLIN\'S ABSCESS,en,0,2,2008-11-18 04:25:50,,1,2.0,2013-03-26 11:19:22,Removed from user interface,0b81f838-15f5-102d-96e4-000c29c2a5d7,2021-04-14 18:28:09,2.0
8804,8805,1753,medische abortuspoging gecompliceerd door late overvloedige bloeding,nl,1,2,2013-02-17 00:17:44,FULLY_SPECIFIED,0,,,,120422BBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:28:09,2.0
8805,8806,1753,Incomplete provoked abortion with haemorrhage,en,0,2,2013-10-31 00:50:01,,0,,,,125066BBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:28:09,2.0
8806,8807,1753,Incomplete provoked abortion with hemorrhage,en,1,2,2013-10-31 00:50:01,,0,,,,125065BBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:28:09,2.0
8807,8808,1753,"Failed medical abortion, complicated by delayed or excessive haemorrhage",en,0,2,2010-04-23 19:11:27,FULLY_SPECIFIED,0,,,,102446BBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:28:09,2.0
8808,8809,1753,"Avortement provoqué incomplet, avec hémorragie",ht,1,2,2013-11-01 15:21:53,FULLY_SPECIFIED,0,,,,c98bb437-b49d-4653-a7ed-a95434f2db54,2021-04-14 18:28:09,2.0
8809,8810,1753,"Avortement provoqué incomplet, avec hémorragie",fr,1,2,2013-10-31 00:50:01,FULLY_SPECIFIED,0,,,,125067BBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:28:09,2.0
8810,8811,1754,dwarsligging bij zwangerschap,nl,1,2,2013-02-17 00:17:30,FULLY_SPECIFIED,0,,,,117162BBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:42:09,2.0
8811,8812,1754,Presentation transversale,ht,1,2,2013-03-20 13:05:58,FULLY_SPECIFIED,0,,,,33087dea-9191-11e2-a537-005056a069c4,2021-04-14 18:42:09,2.0
8812,8813,1754,Transverse Lie,en,1,2,2007-10-18 03:28:24,FULLY_SPECIFIED,0,,,,24327BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:42:09,2.0
8813,8814,1754,Presentation transversale,fr,1,2,2013-03-20 13:05:58,FULLY_SPECIFIED,0,,,,33084fb4-9191-11e2-a537-005056a069c4,2021-04-14 18:42:09,2.0
8814,8815,1755,Gestational trophoblastic neoplasm,en,1,2,2007-10-18 03:28:24,FULLY_SPECIFIED,0,,,,39260BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:28:09,2.0
8815,8816,1755,neoplasia trofoblástica gestacional,es,1,2,2009-08-18 15:03:14,FULLY_SPECIFIED,0,,,,65896BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:28:09,2.0
8816,8817,1755,Neoplasie gestationnelle trophoblastique,ht,1,2,2013-03-26 11:52:48,FULLY_SPECIFIED,0,,,,8d75d6fd-8b9f-455f-bdfb-4e38e0b61883,2021-04-14 18:28:09,2.0
8817,8818,1755,Neoplasie gestationnelle trophoblastique,fr,1,2,2013-03-26 11:52:48,FULLY_SPECIFIED,0,,,,37391722-2b9d-4ddc-ac19-900286b2d81c,2021-04-14 18:28:09,2.0
8818,8819,1756,Decreased fetal movements,en,1,2,2018-10-05 19:32:02,FULLY_SPECIFIED,0,,,,a9f88330-f526-4373-838e-4bb79999a644,2021-04-14 18:28:09,2.0
8819,8820,1756,Diminution des mouvements foetaux,fr,1,2,2018-10-05 19:32:02,FULLY_SPECIFIED,0,,,,2a4ca8e5-fc6d-47e6-be41-336ee0a89f10,2021-04-14 18:28:09,2.0
8820,8821,1756,Diminisyon mouvman fetis la,ht,1,2,2018-10-05 19:32:02,FULLY_SPECIFIED,0,,,,4c205c0a-90ef-4d36-95ca-1a56bb06ac7c,2021-04-14 18:28:09,2.0
8821,8822,1757,Dystocie due à une présentation de l'épaule,fr,1,2,2013-02-17 15:57:29,FULLY_SPECIFIED,0,,,,123402BBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:28:09,2.0
8822,8823,1757,obstructed labor due to shoulder presentation,en,1,2,2010-04-23 19:11:27,FULLY_SPECIFIED,0,,,,104291BBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:28:09,2.0
8823,8824,1757,Dystocie due à une présentation de l'épaule,ht,1,2,2013-03-28 14:30:12,FULLY_SPECIFIED,0,,,,33b0860f-3806-4097-8e42-ac5b567916d5,2021-04-14 18:28:09,2.0
8824,8825,1758,Cancer des trompes,ht,0,2,2018-10-30 17:42:16,,0,,,,f558784e-16d6-4490-bf0b-06df062bba48,2021-04-14 18:28:09,2.0
8825,8826,1758,Tumeur maligne des trompes,ht,1,2,2018-10-30 17:42:16,FULLY_SPECIFIED,0,,,,85a2fc11-b7da-4280-9ff7-6231f7accd89,2021-04-14 18:28:09,2.0
8826,8827,1758,Tumeur maligne des trompes,fr,1,2,2018-10-30 17:42:16,FULLY_SPECIFIED,0,,,,96d489ef-9218-4213-8f9e-ac6ac02662ec,2021-04-14 18:28:09,2.0
8827,8828,1758,Cancer du trompes,fr,0,2,2013-03-20 13:05:58,,1,2.0,2014-06-17 15:30:09,Voided due to change of name,32ff111a-9191-11e2-a537-005056a069c4,2021-04-14 18:28:09,2.0
8828,8829,1758,Cancer du trompes,ht,0,2,2013-03-20 13:05:58,,1,2.0,2018-10-30 17:42:16,Deleted due to change of name,32ff2646-9191-11e2-a537-005056a069c4,2021-04-14 18:28:09,2.0
8829,8830,1758,Malignant neoplasm of fallopian tube,en,1,2,2007-10-18 03:28:24,FULLY_SPECIFIED,0,,,,16497BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:28:09,2.0
8830,8831,1758,Tumeur maligne du trompes,fr,0,2,2014-06-17 15:30:09,,1,2.0,2018-10-30 17:42:16,Deleted due to change of name,4428afce-2305-49fd-84cd-f2edb8785289,2021-04-14 18:28:09,2.0
8831,8832,1758,maligne neoplasma van de tuba Fallopii,nl,1,2,2013-02-17 00:17:55,FULLY_SPECIFIED,0,,,,122736BBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:28:09,2.0
8832,8833,1758,Cancer des trompes,fr,0,2,2018-10-30 17:42:16,,0,,,,5395f0ec-972a-40ed-9b16-f276656277a5,2021-04-14 18:28:09,2.0
8833,8834,1758,Cancer du trompes,fr,0,2,2014-06-17 15:30:09,,1,2.0,2018-10-30 17:42:16,Deleted due to change of name,39c05957-845e-4196-bc76-bba283c76cf8,2021-04-14 18:28:09,2.0
8834,8835,1759,"CANDIDIASIS, VAGINAL",en,0,2,2003-12-31 18:00:00,,1,2.0,2013-06-20 10:37:18,Voided due to change of name,3e0cc09a-26fe-102b-80cb-0017a47871b2,2021-04-14 18:40:16,2.0
8835,8836,1759,Vaginal AGINAL CANDIDIASIS,en,0,2,2004-10-19 19:00:00,,1,2.0,2013-06-20 10:37:18,Removed from user interface,956c19f0-07d4-102c-b5fa-0017a47871b2,2021-04-14 18:40:16,2.0
8836,8837,1759,Vaginal candidiasis,en,1,2,2013-06-20 10:37:18,FULLY_SPECIFIED,0,,,,b3f4129b-b192-4138-ad99-c302f5df7900,2021-04-14 18:40:16,2.0
8837,8838,1759,Candidose vaginale,fr,1,2,2013-06-20 10:41:24,FULLY_SPECIFIED,0,,,,24a8b0cb-2c20-439b-b8c2-e18fc3214e28,2021-04-14 18:40:16,2.0
8838,8839,1759,Candidiasis de la vulva y de la vagina,es,1,2,2019-07-03 23:48:08,,0,,,,eb0034f5-9e16-11e9-b0b5-aa0059ea79c6,2021-04-14 18:40:16,2.0
8839,8840,1759,"CANDIDOSE, VAGINALE",fr,1,2,2010-06-29 08:03:14,,1,2.0,2013-06-20 10:41:23,Removed from user interface,f58c24f2-d5db-102d-ad2a-000c29c2a5d7,2021-04-14 18:40:16,2.0
8840,8841,1759,Candidose vaginale,ht,1,2,2013-06-20 10:41:24,FULLY_SPECIFIED,0,,,,571c9413-0e5e-40a3-b6e5-de1ef5bb9f59,2021-04-14 18:40:16,2.0
8841,8842,1760,Granuloma inguinale,en,1,2,2007-10-17 23:28:24,FULLY_SPECIFIED,0,,,,39062BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:28:09,2.0
8842,8843,1760,Granulome inguinal,ht,1,2,2013-06-03 13:34:39,FULLY_SPECIFIED,0,,,,285e19f5-ce9a-494b-9ac0-47e80c686607,2021-04-14 18:28:09,2.0
8843,8844,1760,granuloma inguinal,es,1,2,2009-08-18 11:03:14,FULLY_SPECIFIED,0,,,,66086BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:28:09,2.0
8844,8845,1760,Granulome inguinal,fr,1,2,2013-06-03 13:34:39,FULLY_SPECIFIED,0,,,,3154ff98-865d-4266-90b9-3e76a19cfc33,2021-04-14 18:28:09,2.0
8845,8846,1761,"Circulaire du cordon, avec compression",fr,1,2,2014-12-21 02:00:08,FULLY_SPECIFIED,0,,,,126762BBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:28:09,2.0
8846,8847,1761,Umbilical cord tight around neck,en,0,2,2014-12-21 01:53:12,,0,,,,126755BBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,2021-04-14 18:28:09,2.0
8847,8848,1761,"Circulaire du cordon, avec compression",ht,1,2,2015-01-05 17:38:45,FULLY_SPECIFIED,0,,,,5ac2f350-80ed-457e-bf4d-db083c080ed2,2021-04-14 18:28:09,2.0
